block	pop	downsample	exp_all	obs_all	N_bp	per_kb
10	nfe	8128	370.192	305	6936	43.9734717416378
10	nfe	9197	402.9901	331	6936	47.722029988466
10	nfe	10000	426.8093	350	6936	50.4613610149942
10	nfe	10824	450.4044	366	6936	52.7681660899654
10	nfe	15000	557.2744	469	6936	67.6182237600923
10	nfe	15308	564.3096	480	6936	69.2041522491349
10	nfe	17296	610.1984	519	6936	74.8269896193772
10	nfe	20000	668.9394	567	6936	81.7474048442907
10	nfe	25000	765.5254	647	6936	93.2814302191465
10	nfe	30000	851.9135	718	6936	103.517877739331
10	nfe	35000	931.3048	776	6936	111.880046136101
10	nfe	40000	1002.9384	847	6936	122.116493656286
10	nfe	45000	1070.5697	920	6936	132.641291810842
10	nfe	50000	1133.9556	980	6936	141.291810841984
10	nfe	55000	1193.5158	1030	6936	148.500576701269
10	nfe	56885	1214.5163	1056	6936	152.249134948097
11	nfe	10	0.7916127	1	5820	0.171821305841924
11	nfe	20	1.5575185	4	5820	0.687285223367698
11	nfe	50	4.128916	5	5820	0.859106529209622
11	nfe	100	8.180321	6	5820	1.03092783505155
11	nfe	200	15.804872	10	5820	1.71821305841924
11	nfe	500	36.67349	29	5820	4.98281786941581
11	nfe	1000	66.72946	47	5820	8.07560137457045
11	nfe	2000	117.44665	81	5820	13.9175257731959
11	nfe	3070	163.73169	126	5820	21.6494845360825
11	nfe	5000	236.18348	182	5820	31.2714776632302
11	nfe	5040	237.50116	184	5820	31.6151202749141
11	nfe	8128	333.3539	263	5820	45.1890034364261
11	nfe	9197	362.5506	286	5820	49.1408934707904
11	nfe	10000	383.7495	305	5820	52.4054982817869
11	nfe	10824	404.6933	322	5820	55.3264604810997
11	nfe	15000	499.1286	400	5820	68.7285223367698
11	nfe	15308	505.2922	406	5820	69.7594501718213
11	nfe	17296	545.5902	434	5820	74.5704467353952
11	nfe	20000	597.0461	479	5820	82.3024054982818
11	nfe	25000	681.2601	545	5820	93.6426116838488
11	nfe	30000	756.1555	607	5820	104.295532646048
11	nfe	35000	824.7905	657	5820	112.886597938144
11	nfe	40000	886.3496	707	5820	121.477663230241
11	nfe	45000	944.2269	754	5820	129.553264604811
11	nfe	50000	998.2952	794	5820	136.426116838488
11	nfe	55000	1048.9265	823	5820	141.408934707904
11	nfe	56885	1066.7119	837	5820	143.814432989691
12	nfe	10	1.0701	0	8133	0
12	nfe	20	2.1108854	2	8133	0.245911717693348
12	nfe	50	5.5916748	4	8133	0.491823435386696
12	nfe	100	11.072718	9	8133	1.10660272962007
12	nfe	200	21.403153	20	8133	2.45911717693348
12	nfe	500	49.628957	41	8133	5.04119021271364
12	nfe	1000	90.341665	75	8133	9.22168941350055
12	nfe	2000	159.05157	149	8133	18.3204229681544
12	nfe	3070	221.83068	204	8133	25.0829952047215
12	nfe	5000	320.12084	286	8133	35.1653756301488
12	nfe	5040	321.91862	290	8133	35.6571990655355
12	nfe	8128	452.22575	394	8133	48.4446083855896
12	nfe	9197	491.95564	422	8133	51.8873724332964
12	nfe	10000	520.79419	439	8133	53.9776220336899
12	nfe	10824	549.30346	469	8133	57.6662977990901
12	nfe	15000	678.04767	591	8133	72.6669125783844
12	nfe	15308	686.4787	599	8133	73.6505594491578
12	nfe	17296	741.52003	649	8133	79.7983523914914
12	nfe	20000	811.83804	717	8133	88.1593507930653
12	nfe	25000	927.0323	822	8133	101.069715971966
12	nfe	30000	1029.6365	909	8133	111.766875691627
12	nfe	35000	1123.6912	985	8133	121.111520963974
12	nfe	40000	1208.2393	1065	8133	130.947989671708
12	nfe	45000	1287.7933	1141	8133	140.292634944055
12	nfe	50000	1362.1975	1221	8133	150.129103651789
12	nfe	55000	1431.9289	1291	8133	158.736013771056
12	nfe	56885	1456.4608	1316	8133	161.809910242223
13	nfe	10	2.15380508	0	15207	0
13	nfe	20	4.2193024	1	15207	0.0657591898467811
13	nfe	50	11.1912224	5	15207	0.328795949233905
13	nfe	100	22.2067253	11	15207	0.723351088314592
13	nfe	200	42.836395	31	15207	2.03853488525021
13	nfe	500	99.536768	84	15207	5.52377194712961
13	nfe	1000	181.100026	144	15207	9.46932333793648
13	nfe	2000	318.56154	251	15207	16.5055566515421
13	nfe	3070	443.78854	368	15207	24.1993818636154
13	nfe	5000	639.56906	553	15207	36.3648319852699
13	nfe	5040	643.10328	553	15207	36.3648319852699
13	nfe	8128	901.19454	787	15207	51.7524824094167
13	nfe	9197	979.71539	847	15207	55.6980338002236
13	nfe	10000	1036.68519	915	15207	60.1696587098047
13	nfe	10824	1092.9397	956	15207	62.8657854935227
13	nfe	15000	1345.88465	1174	15207	77.201288880121
13	nfe	15308	1362.2839	1188	15207	78.1219175379759
13	nfe	17296	1469.82502	1293	15207	85.026632471888
13	nfe	20000	1607.08902	1407	15207	92.523180114421
13	nfe	25000	1831.15791	1602	15207	105.346222134543
13	nfe	30000	2029.8481	1783	15207	117.248635496811
13	nfe	35000	2211.8922	1965	15207	129.216808048925
13	nfe	40000	2374.6586	2129	15207	140.001315183797
13	nfe	45000	2527.2355	2253	15207	148.155454724798
13	nfe	50000	2669.4793	2398	15207	157.690537252581
13	nfe	55000	2802.8012	2510	15207	165.055566515421
13	nfe	56885	2849.4576	2553	15207	167.883211678832
14	nfe	10	2.8684282	6	23175	0.258899676375405
14	nfe	20	5.6601826	7	23175	0.302049622437972
14	nfe	50	14.976714	14	23175	0.604099244875944
14	nfe	100	29.662865	20	23175	0.862998921251348
14	nfe	200	57.301418	44	23175	1.89859762675297
14	nfe	500	133.03098	92	23175	3.9697950377562
14	nfe	1000	242.20028	179	23175	7.72384034519957
14	nfe	2000	426.6713	313	23175	13.5059331175836
14	nfe	3070	595.25455	434	23175	18.7270765911543
14	nfe	5000	859.60071	656	23175	28.3063646170442
14	nfe	5040	864.42357	662	23175	28.5652642934196
14	nfe	8128	1215.2752	919	23175	39.6548004314995
14	nfe	9197	1322.3933	1002	23175	43.2362459546926
14	nfe	10000	1400.1765	1066	23175	45.9978425026969
14	nfe	10824	1477.1468	1118	23175	48.2416396979504
14	nfe	15000	1824.9872	1396	23175	60.2373247033441
14	nfe	15308	1847.7458	1424	23175	61.445523193096
14	nfe	17296	1996.5848	1564	23175	67.4865156418554
14	nfe	20000	2187.0362	1742	23175	75.1672060409925
14	nfe	25000	2499.5558	2031	23175	87.6375404530744
14	nfe	30000	2778.291	2279	23175	98.3387270765912
14	nfe	35000	3034.3989	2490	23175	107.443365695793
14	nfe	40000	3264.7709	2715	23175	117.152103559871
14	nfe	45000	3481.7801	2909	23175	125.523193096009
14	nfe	50000	3684.8582	3068	23175	132.384034519957
14	nfe	55000	3875.4786	3243	23175	139.935275080906
14	nfe	56885	3942.559	3295	23175	142.17907227616
15	nfe	10	2.44917512	1	20241	0.0494046736821303
15	nfe	20	4.81236751	1	20241	0.0494046736821303
15	nfe	50	12.7425595	9	20241	0.444642063139173
15	nfe	100	25.2591692	21	20241	1.03749814732474
15	nfe	200	48.7433563	44	20241	2.17380564201373
15	nfe	500	113.389594	110	20241	5.43451410503434
15	nfe	1000	206.271915	200	20241	9.88093473642607
15	nfe	2000	363.362704	356	20241	17.5880638308384
15	nfe	3070	506.62892	519	20241	25.6410256410256
15	nfe	5000	731.496314	743	20241	36.7076725458228
15	nfe	5040	735.567722	744	20241	36.757077219505
15	nfe	8128	1033.20934	1036	20241	51.183241934687
15	nfe	9197	1124.01433	1117	20241	55.1850205029396
15	nfe	10000	1190.02168	1177	20241	58.1493009238674
15	nfe	10824	1255.27668	1234	20241	60.9653673237488
15	nfe	15000	1549.64862	1468	20241	72.5260609653673
15	nfe	15308	1568.80851	1517	20241	74.9468899757917
15	nfe	17296	1694.47492	1626	20241	80.3319994071439
15	nfe	20000	1855.26978	1783	20241	88.0885331752384
15	nfe	25000	2119.05721	2009	20241	99.2539894273998
15	nfe	30000	2353.89685	2239	20241	110.61706437429
15	nfe	35000	2569.83553	2436	20241	120.349785089669
15	nfe	40000	2763.72734	2601	20241	128.501556247221
15	nfe	45000	2946.06166	2795	20241	138.086062941554
15	nfe	50000	3116.47498	2977	20241	147.077713551702
15	nfe	55000	3276.35001	3126	20241	154.439009930339
15	nfe	56885	3332.55459	3176	20241	156.909243614446
16	nfe	10	2.32332131	1	16890	0.059206631142688
16	nfe	20	4.54771841	4	16890	0.236826524570752
16	nfe	50	12.0572517	8	16890	0.473653049141504
16	nfe	100	23.9283988	20	16890	1.18413262285376
16	nfe	200	46.1348642	34	16890	2.01302545885139
16	nfe	500	107.344602	70	16890	4.14446417998816
16	nfe	1000	195.249585	143	16890	8.46654825340438
16	nfe	2000	343.615212	269	16890	15.9265837773831
16	nfe	3070	478.71451	381	16890	22.5577264653641
16	nfe	5000	690.27842	550	16890	32.5636471284784
16	nfe	5040	694.0891	552	16890	32.6820603907638
16	nfe	8128	973.06807	774	16890	45.8259325044405
16	nfe	9197	1057.99715	849	16890	50.2664298401421
16	nfe	10000	1119.66517	908	16890	53.7596210775607
16	nfe	10824	1180.59339	966	16890	57.1936056838366
16	nfe	15000	1454.57643	1205	16890	71.343990526939
16	nfe	15308	1472.29504	1214	16890	71.8768502072232
16	nfe	17296	1588.82678	1322	16890	78.2711663706335
16	nfe	20000	1737.7258	1439	16890	85.198342214328
16	nfe	25000	1981.10615	1645	16890	97.3949082297217
16	nfe	30000	2197.05531	1838	16890	108.821788040261
16	nfe	35000	2395.27552	2024	16890	119.8342214328
16	nfe	40000	2572.61556	2201	16890	130.313795145056
16	nfe	45000	2738.88014	2351	16890	139.194789816459
16	nfe	50000	2893.96331	2476	16890	146.595618709295
16	nfe	55000	3039.33132	2602	16890	154.055654233274
16	nfe	56885	3090.26122	2636	16890	156.068679692126
18	nfe	10	3.11464555251927	4.90106951871658	25321	0.193557502417621
18	nfe	20	6.1446263747169	4.90106951871658	25321	0.193557502417621
18	nfe	50	16.2649279143579	14.7015628957976	25321	0.580607515335003
18	nfe	100	32.2034241757926	28.551819306054	25321	1.12759445938367
18	nfe	200	62.2317599125161	56.1052842724602	25321	2.21576099966274
18	nfe	500	144.484223325131	133.112092553854	25321	5.25698402724434
18	nfe	1000	262.947418515038	211.971287629252	25321	8.37136320166076
18	nfe	2000	463.254872287159	384.859634936754	25321	15.1992273186981
18	nfe	3070	646.264573079127	546.679410901093	25321	21.589961332534
18	nfe	5000	933.421732368431	800.120456261906	25321	31.5990859864107
18	nfe	5040	938.663635556603	803.120456261906	25321	31.7175647194781
18	nfe	8128	1319.75871240298	1142.46348306602	25321	45.1192086831492
18	nfe	9197	1436.10136491123	1235.87284023398	25321	48.8082161144497
18	nfe	10000	1520.64386907147	1299.95030845596	25321	51.3388218654856
18	nfe	10824	1604.24792370774	1382.25863499206	25321	54.5894172817843
18	nfe	15000	1982.18060518176	1722.98394820256	25321	68.0456517595103
18	nfe	15308	2006.92907975236	1745.73527413154	25321	68.9441678500667
18	nfe	17296	2168.68277681361	1882.37066349423	25321	74.3402971246882
18	nfe	20000	2375.60504638926	2076.23481102047	25321	81.9965566533893
18	nfe	25000	2715.32809547653	2380.73607419824	25321	94.0221979462991
18	nfe	30000	3018.32803796263	2660.00431696287	25321	105.051313809205
18	nfe	35000	3296.71163713234	2925.22992600759	25321	115.525845188089
18	nfe	40000	3547.2215716902	3176.29842938242	25321	125.441271252416
18	nfe	45000	3783.18253606408	3423.49199184234	25321	135.203664619973
18	nfe	50000	4004.00460069933	3630.08842422069	25321	143.362759141451
18	nfe	55000	4211.11685737497	3794.82676442879	25321	149.868755753279
18	nfe	56885	4284.05068350527	3856.38328031252	25321	152.299801757929
19	nfe	10	1.9025666	0	16731	0
19	nfe	20	3.7694875	0	16731	0
19	nfe	50	9.9538844	6	16731	0.358615743231128
19	nfe	100	19.691222	13	16731	0.777000777000777
19	nfe	200	38.05925	27	16731	1.61377084454008
19	nfe	500	88.428157	57	16731	3.40684956069571
19	nfe	1000	161.01083	117	16731	6.99300699300699
19	nfe	2000	284.071	227	16731	13.5676289522443
19	nfe	3070	396.71326	317	16731	18.9468651007113
19	nfe	5000	574.01914	448	16731	26.7766421612575
19	nfe	5040	577.26878	450	16731	26.8961807423346
19	nfe	8128	813.69295	659	16731	39.3879624648855
19	nfe	9197	886.09652	704	16731	42.077580539119
19	nfe	10000	938.75276	754	16731	45.0660450660451
19	nfe	10824	990.93906	801	16731	47.8752017213556
19	nfe	15000	1227.60858	1010	16731	60.3669834439065
19	nfe	15308	1243.16726	1027	16731	61.3830613830614
19	nfe	17296	1344.8872	1105	16731	66.0450660450661
19	nfe	20000	1475.358	1213	16731	72.5001494232263
19	nfe	25000	1690.4879	1392	16731	83.1988524296217
19	nfe	30000	1883.1928	1560	16731	93.2400932400932
19	nfe	35000	2060.8034	1714	16731	102.444563983026
19	nfe	40000	2221.2943	1830	16731	109.377801685494
19	nfe	45000	2372.9643	1948	16731	116.43057796904
19	nfe	50000	2515.2158	2078	16731	124.200585739047
19	nfe	55000	2648.9532	2201	16731	131.552208475285
19	nfe	56885	2696.1782	2249	16731	134.421134421134
20	nfe	10	1.20208838	1	10314	0.0969555943377933
20	nfe	20	2.3652206	2	10314	0.193911188675587
20	nfe	50	6.2654339	8	10314	0.775644754702346
20	nfe	100	12.384138	12	10314	1.16346713205352
20	nfe	200	23.952821	21	10314	2.03606748109366
20	nfe	500	55.823747	45	10314	4.3630017452007
20	nfe	1000	101.288733	80	10314	7.75644754702346
20	nfe	2000	178.78843	135	10314	13.0890052356021
20	nfe	3070	249.44015	199	10314	19.2941632732209
20	nfe	5000	361.22602	292	10314	28.3110335466356
20	nfe	5040	363.25502	292	10314	28.3110335466356
20	nfe	8128	511.75142	418	10314	40.5274384331976
20	nfe	9197	557.1767	451	10314	43.7269730463448
20	nfe	10000	590.36565	484	10314	46.926507659492
20	nfe	10824	623.12832	508	10314	49.253441923599
20	nfe	15000	771.64127	632	10314	61.2759356214854
20	nfe	15308	781.36471	641	10314	62.1485359705255
20	nfe	17296	845.04787	690	10314	66.8993600930774
20	nfe	20000	926.74828	774	10314	75.043630017452
20	nfe	25000	1061.7699	888	10314	86.0965677719604
20	nfe	30000	1182.3869	1018	10314	98.7007950358736
20	nfe	35000	1293.7442	1137	10314	110.238510762071
20	nfe	40000	1394.2975	1231	10314	119.352336629824
20	nfe	45000	1489.1283	1302	10314	126.236183827807
20	nfe	50000	1577.9263	1379	10314	133.701764591817
20	nfe	55000	1660.9824	1444	10314	140.003878223774
20	nfe	56885	1690.4615	1474	10314	142.912546053907
21	nfe	10	0.7182563	3	6921	0.433463372345037
21	nfe	20	1.435724	3	6921	0.433463372345037
21	nfe	50	3.77624	3	6921	0.433463372345037
21	nfe	100	7.456565	6	6921	0.866926744690074
21	nfe	200	14.4258	15	6921	2.16731686172518
21	nfe	500	33.51618	25	6921	3.61219476954197
21	nfe	1000	61.09697	42	6921	6.06848721283052
21	nfe	2000	108.0291	80	6921	11.5590232625343
21	nfe	3070	151.155	112	6921	16.182632567548
21	nfe	5000	219.327	148	6921	21.3841930356885
21	nfe	5040	220.5911	149	6921	21.5286808264702
21	nfe	8128	312.2628	207	6921	29.9089726918075
21	nfe	9197	340.4762	234	6921	33.8101430429129
21	nfe	10000	361.0152	255	6921	36.8443866493281
21	nfe	10824	381.4362	272	6921	39.3006790926167
21	nfe	15000	474.5759	351	6921	50.7152145643693
21	nfe	15308	480.7476	361	6921	52.1600924721861
21	nfe	17296	521.076	395	6921	57.0726773587632
21	nfe	20000	572.9662	437	6921	63.1411645715937
21	nfe	25000	659.1029	511	6921	73.8332610894379
21	nfe	30000	736.7706	586	6921	84.6698453980639
21	nfe	35000	808.6388	641	6921	92.6166738910562
21	nfe	40000	874.0212	698	6921	100.852477965612
21	nfe	45000	936.094	746	6921	107.787891923132
21	nfe	50000	994.558	794	6921	114.723305880653
21	nfe	55000	1049.689	845	6921	122.092183210519
21	nfe	56885	1069.236	857	6921	123.826036699899
22	nfe	10	0.6929177	0	8175	0
22	nfe	20	1.357709439	0	8175	0
22	nfe	50	3.59141146	1	8175	0.122324159021407
22	nfe	100	7.11845302	7	8175	0.856269113149847
22	nfe	200	13.72210879	12	8175	1.46788990825688
22	nfe	500	32.068744	32	8175	3.91437308868502
22	nfe	1000	58.2470763	49	8175	5.99388379204893
22	nfe	2000	102.7924191	77	8175	9.41896024464832
22	nfe	3070	143.3447923	98	8175	11.9877675840979
22	nfe	5000	207.4228235	132	8175	16.1467889908257
22	nfe	5040	208.5718497	135	8175	16.5137614678899
22	nfe	8128	293.457925	205	8175	25.0764525993884
22	nfe	9197	319.427174	228	8175	27.8899082568807
22	nfe	10000	338.36265	246	8175	30.0917431192661
22	nfe	10824	357.093173	253	8175	30.9480122324159
22	nfe	15000	441.718788	320	8175	39.1437308868502
22	nfe	15308	447.203835	325	8175	39.7553516819572
22	nfe	17296	483.374649	358	8175	43.7920489296636
22	nfe	20000	529.820272	397	8175	48.5626911314985
22	nfe	25000	606.433554	459	8175	56.1467889908257
22	nfe	30000	674.765526	511	8175	62.5076452599388
22	nfe	35000	737.950567	552	8175	67.5229357798165
22	nfe	40000	794.83016	604	8175	73.8837920489297
22	nfe	45000	848.374621	648	8175	79.2660550458716
22	nfe	50000	898.450067	682	8175	83.4250764525994
22	nfe	55000	945.457558	733	8175	89.6636085626911
22	nfe	56885	962.058952	753	8175	92.1100917431193
24	nfe	10	0.662331176726343	1.12872975277067	6033	0.187092616073375
24	nfe	20	1.31504354424552	3.38618925831202	6033	0.561277848220126
24	nfe	50	3.47518710485934	6.64364876385337	6033	1.10121809445605
24	nfe	100	6.86854986956522	8.77237851662404	6033	1.4540657246186
24	nfe	200	13.2942005456095	15.4160272804774	6033	2.55528381907466
24	nfe	500	30.8224668286445	29.5745950554135	6033	4.90213742009175
24	nfe	1000	56.1250293350384	54.3768115942029	6033	9.01322917192158
24	nfe	2000	98.9817084825234	77.0502983802216	6033	12.7714732935889
24	nfe	3070	138.245940349531	111.011082693947	6033	18.4006435759899
24	nfe	5000	199.97225771526	155.229326513214	6033	25.7300392032511
24	nfe	5040	201.113029241262	158.486786018755	6033	26.269979449487
24	nfe	8128	283.48246172208	227.438192668372	6033	37.6990208301628
24	nfe	9197	308.686510826939	245.854219948849	6033	40.7515696915049
24	nfe	10000	327.018631884058	263.884057971014	6033	43.7401057468944
24	nfe	10824	345.165630775789	281.557544757033	6033	46.6695747981159
24	nfe	15000	427.540015345269	364.350383631714	6033	60.3929029722715
24	nfe	15308	432.982360699062	366.607843137255	6033	60.7670882044182
24	nfe	17296	468.413858653026	389.895140664962	6033	64.6270745342221
24	nfe	20000	513.805787894288	434.757033248082	6033	72.0631581714043
24	nfe	25000	588.615159931799	502.678601875533	6033	83.3214987362064
24	nfe	30000	655.608349786871	559.926683716965	6033	92.8106553484112
24	nfe	35000	717.248437936914	604.659846547315	6033	100.225401383609
24	nfe	40000	772.964794799659	661.5515771526	6033	109.655490991646
24	nfe	45000	825.635211935209	709.769820971867	6033	117.647906675264
24	nfe	50000	875.065269991475	763.760443307758	6033	126.597123041233
24	nfe	55000	921.461148678602	807.978687127025	6033	133.926518668494
24	nfe	56885	937.85181713555	828.394714407502	6033	137.310577558015
25	nfe	10	2.88286159149929	0	22178	0
25	nfe	20	5.65077994049464	0	22178	0
25	nfe	50	14.9803504168454	5.56164469084008	22178	0.250773049456221
25	nfe	100	29.6914565366123	8.56164469084008	22178	0.386042235135724
25	nfe	200	57.3064904076169	23.536409949056	22178	1.06125033587591
25	nfe	500	133.403969115495	67.4354709819199	22178	3.04064708187934
25	nfe	1000	242.438797845267	129.284062531216	22178	5.82938328664514
25	nfe	2000	427.040708942501	254.72170461756	22178	11.485332519504
25	nfe	3070	595.173908978155	362.589240360994	22178	16.3490504265937
25	nfe	5000	859.317727535917	544.190354803557	22178	24.5373953829722
25	nfe	5040	864.079543698168	546.190354803557	22178	24.6275748400918
25	nfe	8128	1213.11860784701	800.944531611471	22178	36.1143715218447
25	nfe	9197	1319.54213936244	883.928280414921	22178	39.8560862302697
25	nfe	10000	1396.95663131133	941.846285641924	22178	42.4675933646823
25	nfe	10824	1473.41372921167	997.733722295829	22178	44.9875427133118
25	nfe	15000	1818.07434318929	1263.28341053849	22178	56.9611060753219
25	nfe	15308	1840.45787057104	1280.87028997112	22178	57.7540936951538
25	nfe	17296	1987.40529139456	1388.49663915546	22178	62.6069365657616
25	nfe	20000	2175.39140153228	1545.51803285367	22178	69.6869885857007
25	nfe	25000	2483.75650526584	1798.51628054792	22178	81.0946109003481
25	nfe	30000	2757.89860469941	2024.46754734561	22178	91.2826921880066
25	nfe	35000	3009.92832348423	2235.62934976268	22178	100.803920541198
25	nfe	40000	3236.09847593809	2426.03258223235	22178	109.38915061017
25	nfe	45000	3448.55188351591	2614.80491746039	22178	117.900843965208
25	nfe	50000	3646.92462375295	2786.68875656423	22178	125.651039614223
25	nfe	55000	3832.68103161105	2958.63286467365	22178	133.403952776339
